target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,medianagemale,medianagefemale,percentmarried,pctnohs18_24,pcths18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,birthrate
161.3,411.5,45192.0,8.99516499031115,12.0,0.0,47.7,49.8,59.5,12.6,42.2,7.4,34.5,14.2,61.8,2.8,69.6,36.4,15.1,96.47679843,0.576970292,0.417382765,0.19641541899999998,2.702702703
203.8,401.5,45771.0,8.213381737034572,11.7,0.0,45.4,46.2,59.4,25.3,41.8,2.1,34.0,11.6,56.9,5.1,59.9,40.0,22.2,96.34408602,0.295698925,0.564516129,0.725806452,9.93485342
161.7,461.2,42745.0,9.052984561199976,14.9,0.0,45.9,49.0,61.4,14.8,32.1,6.2,37.2,13.3,63.2,3.3,70.1,36.2,15.8,87.52921926,0.070126227,0.502571295,0.607760636,6.8666666670000005
153.5,425.9,52011.0,12.632871887318254,14.0,6.188642959323293,32.1,33.8,47.4,6.3,17.2,13.4,22.6,23.9,68.1,5.1,76.9,24.1,11.7,87.33964037,4.000268384,4.01335212,1.2258454109999999,6.17570233
167.0,456.8,49770.0,10.481700760003815,14.5,3.3688728857800108,39.2,40.7,55.2,21.3,28.1,3.3,31.4,14.2,61.9,4.2,72.0,31.7,13.9,95.63461109999999,0.835747716,0.5098061070000001,1.016826387,5.843469064
161.2,473.4,51836.0,10.464245545050328,13.7,6.186565892582725,35.3,39.3,53.7,10.3,28.8,8.1,29.3,13.6,68.4,3.1,72.2,28.2,14.5,92.15630429,1.181965766,0.689242687,2.389564524,7.123638692999999
163.6,448.8,50893.0,8.960339366492091,10.4,0.0,43.3,45.2,60.9,12.0,43.5,3.8,34.5,12.1,67.1,5.2,75.6,33.7,12.1,96.33487654,0.48868312799999997,0.10288065800000001,0.694444444,4.215304799
131.6,444.6,46961.0,8.487764380725425,14.0,0.0,41.1,41.7,53.6,24.8,27.9,2.5,32.3,13.6,64.7,4.0,69.2,30.9,15.8,96.12228149,0.8001641359999999,0.30775543699999997,1.292572835,5.760869565
141.8,395.7,48535.0,8.18757739559151,11.7,0.0,44.2,48.1,57.5,12.7,35.4,12.2,38.1,10.9,60.9,3.2,74.9,29.0,9.9,99.61527892,0.054960154000000004,0.054960154000000004,0.0,7.391304347999999
164.7,398.7,49162.0,8.860357273327022,13.6,6.343349510610326,36.8,41.4,52.2,9.9,31.2,3.5,34.9,20.4,59.1,8.0,76.5,29.2,13.6,96.19140625,1.143973214,0.47433035700000004,0.251116071,8.91959799
154.3,431.1,43249.0,8.373322820996535,13.4,0.0,48.0,50.9,60.7,16.8,26.6,9.0,42.1,11.2,61.9,2.9,72.3,38.5,13.8,97.97312685,0.045547711,0.751537235,0.159416989,7.142857143
149.1,410.1,51527.0,9.679406061493943,10.0,0.0,39.6,43.8,55.9,17.0,40.4,8.7,37.7,15.1,65.3,4.6,77.7,28.8,11.4,96.5029668,0.11362201699999999,0.48604974100000004,0.580734756,8.147459727000001
171.1,425.0,42977.0,7.886081401775745,12.2,0.0,46.9,50.9,62.2,31.4,15.1,24.4,45.3,10.8,57.2,4.6,70.5,35.1,10.6,99.08290536,0.0,0.0,0.0,1.111111111
147.5,327.2,56080.0,7.987864096085687,10.4,0.0,41.6,45.6,65.5,27.4,31.4,4.0,31.1,13.5,64.6,1.7,78.8,29.3,10.3,98.8372093,0.136798906,0.0,0.239398085,6.593406592999999
173.5,409.2,54137.0,9.137447046455858,9.5,0.0,40.1,44.6,60.3,19.2,28.6,5.1,33.0,16.9,64.4,1.7,77.2,29.5,11.6,97.08116319,0.151909722,0.130208333,0.401475694,2.5484764540000002
159.5,426.4,53489.0,8.883085524404578,10.0,0.0,39.8,42.9,64.3,9.6,25.6,9.6,36.0,15.9,54.5,4.7,80.2,26.9,11.3,97.99554566,0.139198218,0.236636971,0.194877506,9.160305344
155.1,424.5,61768.0,10.399646139258715,8.4,0.0,35.9,39.8,57.2,19.7,24.3,12.5,31.0,13.7,54.5,4.5,78.2,23.5,9.9,95.4904724,0.27571840000000003,0.609644017,1.6788186999999999,5.33869116
187.7,417.6,58162.0,8.556990661290303,8.0,0.0,44.6,46.3,61.8,24.7,29.8,7.0,32.5,14.7,67.7,1.9,81.9,26.3,8.8,96.47125783,0.246632518,0.36046291,1.5556820340000002,7.0717131470000005
172.7,428.4,43842.0,9.290075339995036,11.7,0.0,38.8,43.8,59.4,9.3,40.8,0.6,36.4,12.9,65.2,4.1,74.9,31.0,12.4,97.17705098,1.4251781469999998,0.392837566,0.036543029,2.843394576
192.2,444.0,44282.0,8.999001866111735,14.4,0.0,46.1,48.1,59.7,11.2,38.5,5.7,39.7,15.1,60.1,3.4,69.5,40.1,19.4,93.29350079,0.036580905,0.25606633300000003,0.121936349,6.9616135329999995
187.3,502.1,46051.0,7.231287004327616,15.0,0.0,49.8,53.4,59.4,6.0,23.3,0.9,41.7,14.1,64.1,1.7,70.1,31.4,11.4,95.64596717,0.7137758740000001,0.214132762,0.7137758740000001,3.361344538
181.9,529.0,51805.0,9.566825297862628,10.1,0.0,35.5,37.8,52.0,20.0,18.0,7.2,34.7,8.1,63.3,3.4,76.3,25.7,11.6,91.62256267,0.7938718659999999,2.681058496,3.189415042,3.0621435000000004
169.9,463.5,74008.0,12.07649343274408,5.3,4.692666252246897,32.7,34.6,59.5,10.5,25.0,9.4,22.5,24.2,69.5,4.4,84.4,19.7,8.3,88.76187999,4.243699466,2.130124356,1.043193532,7.30321114
176.2,428.6,61961.0,9.953086913027413,8.2,5.811379163414265,40.6,42.4,60.4,10.8,29.0,18.0,33.0,16.1,65.4,3.5,80.2,28.5,11.5,97.25051403,0.655094917,0.27255773899999997,0.535552049,6.0215557639999995
160.2,419.7,47194.0,10.498525639985754,15.6,5.958656548061471,37.7,39.5,51.8,14.4,30.6,3.8,30.0,14.5,63.3,5.5,63.3,34.4,19.7,93.29135318,0.8668629379999999,0.665140116,2.44520772,6.311958841
190.8,472.2,48195.0,13.42821439047143,19.9,6.746315799374524,33.5,34.9,40.5,10.8,27.5,17.0,24.1,23.6,64.5,7.2,64.3,29.1,18.5,62.43709245,27.59109256,3.2055896230000003,3.999507977,5.788303646
212.3,431.5,37417.0,9.364005219520333,19.9,0.0,44.2,46.1,56.1,15.0,38.9,4.7,44.6,7.5,48.1,10.1,58.4,44.3,23.9,94.10405614,2.781105596,0.265274688,0.795824063,4.4224989269999995
202.8,422.5,38595.0,9.861779749136337,20.1,0.0,39.4,43.4,50.1,9.2,49.6,1.6,43.2,9.3,48.3,7.6,56.9,40.7,23.4,94.78936863,1.449732115,0.619813006,1.654585566,6.303030303
199.1,497.9,45914.0,10.84910404979211,14.3,4.082054943098081,38.5,40.9,52.5,14.8,51.3,2.2,43.7,9.3,54.7,7.5,64.4,35.0,20.2,92.29077508,3.930892376,0.491361547,0.7390236170000001,4.968421053
185.6,408.0,43425.0,10.542548067192307,19.6,0.0,39.2,42.0,51.7,17.3,37.3,3.4,40.2,11.6,54.1,6.6,63.9,37.6,21.9,82.04656541,13.34419509,0.580753666,0.8356545959999999,6.483677848999999
174.7,471.4,56573.0,10.575564302476781,14.7,0.0,42.7,44.8,56.4,14.8,36.9,5.7,35.8,15.9,54.1,8.5,71.8,32.9,15.6,69.61920956,27.64981708,0.66986139,1.076931004,5.28264626
230.9,496.6,30299.0,9.793561073157523,28.1,0.0,42.7,45.2,53.0,10.9,51.8,5.3,44.2,7.0,41.6,10.4,45.2,53.2,33.0,97.90864982,0.16173108,0.306731359,0.34019296200000004,5.124835742
180.5,465.4,43851.0,10.63224316056344,16.5,0.0,39.7,42.5,52.7,7.2,35.7,2.1,37.0,11.6,50.8,9.5,65.3,39.7,20.9,90.12105596,3.1552336039999997,0.7632845540000001,1.6456803930000001,5.292111343
214.7,460.4,37498.0,10.807705703176014,19.5,0.0,39.1,41.3,50.2,10.9,43.8,3.2,38.4,10.3,52.0,9.5,62.5,38.6,22.3,78.91551682,18.53465666,0.326797386,0.538610506,4.845775592
199.9,469.4,41326.0,10.273221850688493,16.9,0.0,41.5,44.0,52.4,12.5,36.2,6.4,42.3,9.7,50.6,9.9,64.4,37.9,20.1,86.09969256,10.03488894,0.659780994,0.939583405,4.447587616
211.0,496.0,35704.0,10.036575096674483,21.9,0.0,42.4,45.0,57.9,7.7,54.0,3.3,45.3,7.6,48.2,9.5,59.8,41.8,23.8,97.29943702,0.8312807879999999,0.233110486,0.48821252600000004,3.497356649
194.7,469.7,36740.0,11.135770807421247,17.7,0.0,42.2,44.9,53.0,9.2,50.2,6.8,42.6,9.8,49.8,8.7,59.4,42.5,22.0,95.30010499,2.206311246,0.507466169,0.587669155,3.90120498
218.9,460.3,28086.0,9.506139412529912,26.1,0.0,41.4,44.4,48.4,17.7,56.5,4.5,42.0,6.7,41.6,10.2,40.8,51.0,33.2,81.92842354,0.236616386,0.22922212399999997,0.22922212399999997,5.094207955
197.9,489.4,37410.0,11.057266457917814,23.4,0.0,39.0,41.5,51.3,14.6,48.9,7.2,42.1,10.0,50.2,10.1,55.2,42.3,24.6,88.56807251,4.0524452769999995,0.709535072,3.82387022,5.325701036
172.9,470.9,48380.0,12.777331814035009,15.9,6.318101219723989,37.8,40.9,48.0,13.1,27.0,8.4,27.3,18.2,57.7,8.0,68.3,32.9,17.5,75.1445618,19.8327593,1.981782196,0.991034726,5.3423501589999995
230.9,483.5,27323.0,8.790725628263576,29.5,0.0,43.4,45.0,51.7,5.7,58.9,0.0,39.4,7.3,41.5,12.1,48.1,49.4,31.1,97.41041855,0.451671183,0.060222824,0.060222824,8.014184397000001
213.7,480.3,35321.0,10.154557506491177,25.3,5.8610687898080425,37.6,42.8,41.1,29.4,43.5,3.3,44.4,5.7,38.3,18.7,53.5,45.3,28.9,56.16120062,41.85807336,0.441854264,0.20188169,4.627249357
185.9,456.8,36285.0,10.156461713809012,21.7,0.0,43.7,45.9,51.2,23.9,37.2,1.2,43.6,7.6,44.5,13.9,53.6,45.0,25.8,94.11969112,3.150579151,0.324324324,0.077220077,4.906586148
211.8,500.6,39506.0,10.941500219075309,19.6,0.0,42.3,44.5,52.7,12.6,46.8,5.8,44.2,8.8,47.6,10.0,61.2,42.4,23.8,96.21874724,1.3976499690000002,0.36752363299999996,0.385193038,4.203166438999999
183.7,457.4,35470.0,9.79945948211208,24.7,0.0,37.3,41.4,43.0,24.2,50.6,1.9,42.1,7.2,49.8,10.5,56.1,43.5,26.4,46.15848312,49.34239369,0.0,2.498903989,4.488542405
204.5,467.1,39303.0,10.240531054525633,19.1,0.0,39.1,41.6,51.5,12.5,40.0,7.2,39.8,8.4,50.2,9.4,59.8,40.6,25.5,89.0265234,7.589333524,0.049976796,0.8710241670000001,4.405016825
219.1,479.3,37151.0,10.378105519332609,20.5,0.0,43.7,46.0,55.2,14.8,54.4,6.4,45.1,8.5,48.3,9.7,59.8,44.2,24.0,89.49456134,8.624376336000001,0.210728563,0.083671635,4.3826507480000005
213.5,509.6,37443.0,10.100861911956375,20.2,0.0,39.5,42.1,49.1,21.4,50.1,1.3,43.3,6.6,48.0,8.6,53.7,41.1,25.7,92.14676934,4.826421777,0.032944859,0.938928468,6.558627264
219.0,457.0,39753.0,9.005773206234908,19.1,4.817976034910465,41.3,43.8,56.7,19.3,36.5,4.2,46.3,8.4,45.6,8.1,59.0,43.4,25.0,94.31845597,2.6899879369999997,0.18094089300000002,0.241254524,3.7713612260000002
222.6,527.3,42837.0,9.805654192187365,17.6,6.5762548915498344,41.3,42.8,54.8,14.1,41.3,1.2,42.8,8.9,48.1,8.9,66.9,37.8,17.8,95.09868421,3.229166667,0.191885965,0.082236842,5.078225186
196.5,449.1,35379.0,9.350971501715929,23.4,0.0,44.9,46.5,50.8,5.8,57.3,3.9,47.7,5.1,40.2,14.5,48.3,52.2,32.2,96.72929715,0.71329158,0.026096032999999998,0.617606124,3.981937603
185.3,484.0,41235.0,10.882584055202674,17.8,0.0,41.1,44.2,53.4,5.8,36.7,6.8,39.5,9.6,53.6,9.1,63.7,37.8,21.1,94.76281196,2.560487712,0.226709849,0.542960564,4.075765263
211.3,414.7,31330.0,9.788693794534046,26.4,0.0,43.0,47.5,53.3,15.8,46.9,2.4,40.9,6.1,39.9,9.0,56.6,48.7,26.1,93.40067714,3.946272964,0.12765721300000002,0.782594217,5.253623188
181.6,484.4,47199.0,13.019942979804858,17.7,5.6274876206081705,35.9,38.7,49.0,9.5,27.4,12.1,26.5,21.0,59.9,6.5,71.1,29.4,16.4,85.65156139,9.069468075,2.013061834,0.913698273,4.759828048
247.6,413.7,28524.0,8.932872621931374,41.9,0.0,38.8,45.0,32.9,30.4,51.0,5.0,44.6,5.9,27.9,10.1,45.4,52.1,36.7,68.73943021,26.81149994,0.286197476,1.74320281,4.662698413
218.3,484.4,33595.0,10.201256085188918,24.8,0.0,35.2,39.3,41.0,24.2,54.3,3.6,44.5,5.8,41.8,13.4,50.8,45.2,29.6,61.85875232,35.09315638,0.477631531,1.1229810040000001,5.484147386
187.3,438.8,34614.0,10.658787598318158,21.8,0.0,38.7,41.4,55.2,16.9,39.2,4.6,42.2,7.8,50.7,10.8,58.8,37.1,20.7,95.08122957,1.901671956,0.464168995,0.9307062,7.666385847000001
217.1,538.7,36255.0,9.380504998499505,20.3,0.0,41.0,46.2,57.3,10.0,63.6,0.0,43.2,8.4,50.8,7.7,57.8,40.9,23.6,94.26490288,1.59912927,1.9423978569999998,1.013060951,4.5581767289999995
193.0,421.9,41802.0,10.426557902718557,16.5,0.0,41.0,44.5,51.9,21.9,39.0,3.1,41.9,11.3,53.0,7.6,63.6,40.0,20.8,89.26378539,5.20119225,0.08047689999999999,0.9359165420000001,6.664803689
170.6,467.4,53945.0,10.842146245872229,13.6,0.0,45.4,47.4,61.4,13.8,54.3,5.6,34.2,15.7,48.1,8.9,65.1,40.7,21.4,95.71363157,1.262219037,0.774453005,0.6331004,4.243210863
195.9,447.5,39528.0,10.8712315659992,17.4,0.0,42.2,43.1,52.1,14.1,45.6,4.7,42.7,9.8,48.9,9.3,62.5,39.6,21.5,92.57608654,4.04906106,0.45709061799999995,0.6818268390000001,4.451140766
210.7,433.7,34882.0,10.168425425507316,23.5,0.0,41.1,44.1,53.0,12.0,45.7,4.5,44.2,7.8,42.7,14.9,54.0,45.8,27.4,91.72508907,6.221507106000001,0.038309773,0.35628088700000005,3.799063738
211.2,531.4,36886.0,10.050958831894336,19.3,3.7875073639331513,38.8,40.5,56.5,16.3,44.1,3.2,43.9,5.4,53.5,7.4,60.0,38.6,22.3,96.34462458,0.289969685,0.900663415,1.432274505,4.994346023
176.3,434.0,43113.0,11.488745470968494,20.9,4.899205102575599,36.4,39.0,45.8,10.2,30.0,6.1,32.9,17.0,55.2,8.4,62.7,37.2,22.6,59.87126212,37.05491729999999,1.186547706,0.40739835399999996,5.831783426
220.2,521.2,40766.0,10.257238224957614,20.6,0.0,41.6,44.6,53.9,17.6,41.8,6.6,37.2,9.2,51.7,6.7,61.7,38.5,20.9,93.53847241,1.5191125559999998,0.37447890899999997,0.162509715,2.19816273
216.9,490.5,42839.0,10.359423950612095,15.5,0.0,38.7,40.5,53.2,10.8,43.9,4.5,42.0,10.4,55.4,8.4,65.0,34.1,18.3,89.36743798,7.195352868,0.545588754,1.3543438490000002,3.440273038
187.4,450.4,51303.0,11.382338305263723,15.5,3.1692739316758893,37.4,40.2,50.8,14.2,38.5,6.1,36.6,13.2,58.9,7.7,65.4,35.3,20.6,84.05855701,11.72329318,0.7503954140000001,1.05126711,5.317306713
229.6,461.4,34801.0,9.378478484253662,20.8,0.0,43.6,44.8,55.7,14.8,63.8,3.1,42.7,4.6,40.9,15.0,57.0,42.7,23.7,96.24445203,1.5961078869999998,0.0,0.0,5.090180361
207.0,482.9,37392.0,10.731427829437605,20.6,3.1288589888076705,41.6,44.2,60.4,17.9,53.3,5.1,42.0,8.0,44.1,12.5,58.9,42.4,23.7,95.05000773,2.170313293,0.282604376,0.097145254,6.564217382000001
195.4,446.6,50935.0,12.17292942693692,13.9,0.0,29.5,31.1,54.2,7.7,37.0,8.7,30.8,16.6,52.1,9.7,72.1,29.0,14.9,71.70072051,19.225723199999997,2.115818905,1.7152381980000002,6.724977636
137.3,408.9,50358.0,8.751949058058614,12.5,0.0,44.8,46.1,57.4,18.8,41.3,6.7,40.2,12.2,57.9,6.5,74.6,32.5,12.5,94.36309243,3.8576602110000002,0.0,0.0,0.7020280809999999
191.1,488.7,36390.0,9.975761701406148,23.4,0.0,38.4,43.5,51.7,18.2,50.6,2.9,51.3,4.0,38.2,8.5,60.4,43.7,24.3,94.15435441,4.313113701,0.032118932,0.27530513,3.724928367
215.6,455.6,40683.0,10.330061623854528,20.8,0.0,41.2,42.9,52.1,15.7,48.7,2.5,41.3,10.3,50.3,11.2,61.0,40.5,21.6,86.26361271,10.54964824,0.273057278,1.053679848,4.063986165
220.1,470.1,35884.0,10.004689433045096,18.9,0.0,41.3,43.3,61.3,14.3,44.7,3.8,43.7,8.2,47.8,7.7,59.9,41.7,24.1,97.67873303,0.8099547509999999,0.339366516,0.0,3.83125269
198.4,492.4,33776.0,8.978408314628894,23.6,0.0,41.6,45.0,52.3,10.6,62.4,6.7,41.4,8.0,44.5,9.5,52.7,41.3,23.9,94.90081384,2.7975584939999996,0.139877925,0.0,9.322033897999999
160.0,483.4,31996.0,8.546169299652755,19.2,0.0,47.7,50.4,66.7,7.5,62.7,0.0,38.4,4.8,50.6,4.9,60.2,44.1,21.8,97.68491269,0.74553659,0.0,0.0,8.686210641
244.0,480.2,36643.0,9.727585347544357,20.3,0.0,43.1,45.0,56.9,12.6,44.6,4.8,43.3,6.1,46.9,10.9,60.2,41.6,24.0,96.73398454,0.287649068,0.137831845,0.66518847,1.62069946
189.2,442.4,37693.0,11.219278974018415,20.8,4.9062577366581515,33.8,38.5,48.3,6.9,32.7,6.3,37.8,15.4,50.5,8.4,61.0,36.1,21.1,94.21758569,2.410242515,1.109605744,0.365804092,3.640481715
193.5,532.5,37952.0,10.389825792650848,22.0,0.0,40.0,41.1,50.9,16.1,39.5,4.2,38.1,7.8,48.6,11.1,58.6,45.3,25.6,94.52367722,2.4881150830000003,0.080261777,0.904488486,6.6384950929999995
198.7,492.7,43269.0,10.873394877847296,18.0,0.0,45.3,47.0,54.7,25.1,34.5,4.5,36.6,11.3,46.9,9.8,63.7,42.0,21.9,94.42647004,2.640984162,0.453331327,0.122267785,3.126436782
187.2,496.6,52640.0,11.13562498380923,13.4,2.74622146377492,37.4,39.3,57.0,13.6,45.4,9.3,38.4,11.8,60.2,8.4,69.5,29.8,17.0,87.66054638,7.531219411,0.459763296,2.294367158,5.976467659
177.6,450.4,53799.0,12.606903699643224,14.7,3.3246984792034966,31.9,33.8,51.0,8.1,32.0,9.2,29.6,21.4,65.0,6.8,72.9,23.5,13.7,79.74433568,13.484665099999999,2.994075553,0.86424734,4.947730667
255.9,535.4,31397.0,9.99656797555214,24.5,0.0,37.8,39.5,50.2,12.6,56.0,3.2,47.6,4.6,45.0,14.1,48.7,45.7,30.3,98.26248696,0.22229279100000002,0.113414689,0.049902463,5.677867902999999
227.4,465.4,44111.0,9.603192942033504,18.7,0.0,41.6,42.7,56.2,12.9,41.1,3.7,40.2,7.6,48.8,9.0,61.9,40.4,22.1,89.67242325,0.212445175,0.0,0.390625,3.2405891980000003
185.2,493.9,39905.0,11.471551234662522,17.7,2.4355876630665674,40.8,43.7,54.1,15.9,40.2,8.5,37.5,10.4,54.5,7.4,56.5,36.9,21.2,94.51808966,0.660136514,1.189954816,1.8618413319999998,6.406013616
202.7,461.5,44015.0,13.751579852069588,23.0,5.977267382355386,33.2,36.6,38.7,15.9,33.9,9.1,27.1,18.9,58.7,10.3,61.3,33.4,21.2,40.1648627,52.71852839,2.49757398,2.735377233,6.405574323
225.1,486.5,43659.0,9.867653099526912,15.0,0.0,40.6,42.7,59.1,13.8,43.9,3.8,48.0,6.2,53.9,5.2,64.4,36.5,22.4,95.52153009999999,2.257525084,0.151546823,0.381479933,3.646563815
230.1,514.7,41590.0,9.492507263739853,17.5,5.71268234142386,42.9,44.0,57.4,10.5,47.3,3.0,42.0,8.1,45.0,10.1,66.0,40.2,18.9,93.50444076,1.55803101,1.166641578,0.647297908,2.998236332
187.2,472.8,38840.0,11.962675365188696,18.5,5.844724947177735,43.2,45.6,53.9,13.0,38.0,6.5,34.8,13.6,51.3,8.2,64.3,40.2,20.3,94.64440645,1.933627641,0.58372461,0.79616209,4.794040316
162.5,470.6,58291.0,12.078182454224256,11.3,4.637435223070614,38.3,40.4,55.6,14.0,35.1,9.0,32.8,16.5,61.9,6.0,70.2,30.0,17.5,88.66663129,6.919462573,1.271643586,1.1944134929999999,5.056955471
208.4,484.6,52339.0,11.032806851316673,15.4,3.5063332073790874,36.0,38.1,51.9,14.8,44.9,3.7,39.0,9.6,57.0,10.6,67.8,32.0,18.9,78.18529688,18.15513831,0.7604501090000001,0.251321464,6.760732914
217.0,462.6,40251.0,8.99255742690407,17.5,0.0,37.4,42.4,49.2,27.6,46.8,7.0,42.8,6.6,54.0,10.5,60.3,35.5,23.6,85.89548453,11.96093354,1.230339929,0.0,9.777777777999999
196.1,444.8,37632.0,9.790374843904484,20.1,0.0,44.5,47.4,52.8,8.5,35.6,2.2,41.6,7.5,54.5,13.7,57.8,46.9,24.4,97.03912779,0.802479385,0.28225137,1.029387349,6.395035077999999
221.3,526.2,37453.0,9.858490186605392,22.6,0.0,40.5,41.9,55.8,11.1,49.3,4.4,44.2,6.0,44.4,9.5,54.1,44.9,27.9,98.02052786,0.56032677,0.057603687,0.06807708400000001,3.464419476
174.1,468.4,34884.0,8.644354337032917,20.6,0.0,45.1,47.4,51.8,10.4,52.5,3.3,50.1,7.5,47.8,11.2,57.9,41.1,24.1,97.05146533,0.553967119,0.750536097,0.0,4.545454545
209.6,453.3,36942.0,10.607475756273947,19.0,0.0,38.7,40.4,50.2,16.8,47.8,4.7,42.5,8.0,51.7,8.0,55.0,43.9,27.0,91.94302137,1.312007997,0.48731725600000003,2.4815694109999997,6.99356005
176.7,451.1,43212.0,11.746439061025606,16.7,3.8816707196497884,39.5,40.1,50.8,7.4,29.7,12.1,30.7,18.0,55.5,6.2,68.0,33.9,17.0,92.13913515,3.945194986,1.363741551,0.430907219,4.0816988169999995
201.4,434.8,33573.0,9.72609383397847,23.3,0.0,40.2,45.9,49.9,17.5,51.1,1.8,43.6,5.6,40.2,12.2,54.7,43.5,27.0,91.99266142,6.172693378,0.24856483399999998,0.38468367200000003,6.4086294420000005
205.4,443.1,36205.0,10.432968086399285,21.5,0.0,35.1,39.4,49.0,3.9,21.6,5.1,39.8,13.6,50.5,11.2,69.2,35.0,17.8,88.39750109,9.103588552,0.145285486,0.6363504289999999,5.0057405280000005
203.7,459.9,35400.0,10.185729856237545,21.9,0.0,40.9,43.7,53.9,12.8,52.4,1.5,45.3,7.5,54.5,10.5,58.8,42.2,23.8,95.80984306,1.7293920459999998,0.022855401,0.064756971,5.225066196
139.0,443.4,97936.0,12.26279791001893,5.6,4.78002443420102,37.9,39.6,66.0,16.2,30.4,18.8,16.4,35.8,65.5,4.2,86.6,16.5,7.4,89.77218033,4.374899727,3.560685063,0.64074282,4.4744644419999995
179.2,463.3,60955.0,11.766885280016977,10.1,3.1893180559141223,39.1,40.9,56.6,13.6,40.3,7.1,32.1,19.9,61.5,6.5,74.0,26.8,14.5,88.27555229,6.762219772000001,1.3254930790000001,1.636653191,4.280356467
245.2,394.3,42471.0,10.960947931156728,20.4,0.0,38.2,41.3,44.5,24.2,51.2,2.0,36.9,7.5,41.4,4.3,59.7,34.1,19.0,74.17594751,21.17758784,0.61296728,2.35344902,7.105682422
182.2,401.3,66878.0,9.803998654035386,10.7,0.0,30.3,33.9,58.1,21.2,46.7,3.4,33.6,8.8,64.8,3.9,63.3,23.4,14.6,92.33979136,1.9612518630000002,0.375558867,2.289120715,10.78180889
168.3,499.2,42128.0,11.387996961152973,17.9,2.512100423734796,35.6,37.5,50.0,14.5,33.8,4.8,31.6,10.1,54.2,9.1,54.4,37.6,22.2,78.43711538,15.09550075,0.966403793,3.4371153760000004,5.728131815
194.6,433.4,44551.0,10.140573455973044,17.5,0.0,48.3,50.1,55.0,23.3,38.4,3.7,30.9,12.5,46.7,6.8,54.3,42.4,22.9,88.6629343,1.6836818709999999,1.6630989630000002,2.136505846,8.072153326
138.8,289.2,58867.0,9.072915696064511,9.4,0.0,43.1,45.0,62.0,19.0,38.8,6.6,36.5,16.6,59.7,3.0,72.3,28.2,12.5,94.08816494,1.036564529,0.46702357899999997,1.5263697459999999,3.5830618889999997
213.4,435.7,55177.0,7.5745584842024805,11.0,0.0,43.4,47.5,61.1,8.3,57.7,10.7,24.3,16.1,59.6,1.1,75.7,28.0,11.7,90.11837365,1.18373649,0.0,4.426145136000001,2.949061662
169.1,387.6,52785.0,10.787998617874257,16.9,6.120774210322822,34.5,36.6,52.1,19.4,36.3,5.0,36.0,9.3,56.9,6.5,57.7,32.6,20.5,91.7194474,0.784272051,0.312433581,4.055260361,5.556068297
160.1,398.2,58792.0,10.294312683904778,11.2,0.0,40.2,41.2,59.6,17.1,49.5,4.7,30.3,14.4,59.6,6.2,67.3,28.4,14.2,84.75732189,8.838191511,0.0,3.4549608810000003,4.630829016
110.4,334.4,36821.0,8.88336291691676,19.9,0.0,35.6,34.6,57.9,48.9,43.9,0.0,32.4,4.6,62.6,4.3,45.2,34.5,21.6,84.90036486,2.0628683690000003,0.406960427,12.13864721,2.595628415
140.0,388.9,50107.0,9.965052908194282,13.5,0.0,51.7,51.4,57.5,21.8,48.5,1.6,29.2,15.4,51.4,4.8,63.0,37.3,15.3,93.48432391,1.41373341,0.21638776699999998,0.543373726,6.4194798010000005
181.8,415.6,52886.0,11.296360229016141,14.7,0.0,38.3,39.2,52.8,25.3,36.2,3.3,30.4,12.0,54.6,9.8,62.0,31.1,16.2,81.05213911,7.887144565,0.881114519,7.502469199999999,4.583083383
212.3,458.2,36027.0,8.193953023563742,18.3,0.0,46.4,50.0,56.5,34.1,42.9,0.0,31.7,19.6,54.5,1.4,64.2,32.9,13.3,93.10915105,1.901874311,0.0,1.323042999,6.0686015829999995
151.6,341.0,40680.0,10.400467769480066,24.9,0.0,34.9,36.3,39.9,25.6,40.9,0.5,33.1,6.3,39.3,7.0,52.1,35.8,23.1,82.20704859,8.720413975,0.232707676,6.797513702000001,8.618283322
177.3,475.2,51048.0,12.721712661489367,14.2,2.298255870117236,29.0,31.2,52.8,10.7,38.6,6.0,28.2,15.2,52.5,9.5,70.2,29.3,13.7,64.71609399,21.53256799,2.856695937,4.427970715,5.835105126
157.2,399.2,50699.0,14.456181639635982,18.3,5.661761137948656,31.8,34.5,45.0,15.6,31.6,7.5,25.2,17.1,59.0,7.4,61.1,30.8,18.3,77.71456838,7.479148201,2.6303997480000003,8.319848458,5.991129948999999
154.0,372.8,57177.0,9.306104993960561,12.0,0.0,47.8,49.2,61.9,13.1,22.6,15.5,30.7,19.7,52.4,6.4,64.8,32.7,12.7,92.84715098,0.606173645,0.484938916,2.471323324,3.865213082
190.7,393.2,44397.0,9.792108964552739,15.0,0.0,45.3,46.7,57.8,16.3,37.7,4.0,34.7,11.5,49.5,7.9,59.9,36.3,16.9,94.16838239,1.496856046,0.445161649,1.5413722109999999,3.008595989
184.8,427.6,41883.0,11.444539552103764,20.1,0.0,36.0,39.6,46.6,17.3,40.9,3.2,36.0,11.9,49.0,8.5,59.7,36.1,19.6,69.25339488,24.27030218,0.9843808709999999,2.2328377440000002,7.433542774
